date,ship,arrival,departure,cruiseline
2028-10-07,Silver Shadow,07:00,,Silversea Cruises
2028-10-14,SeaDream I,,,SeaDream Yacht Club
2028-10-15,SeaDream II,,,SeaDream Yacht Club
