date,ship,arrival,departure,cruiseline
2027-01-01,Explora II,09:00,20:00,Explora Journeys
2027-01-03,Viking Vesta,,,Viking Cruises
2027-01-04,Celestyal Discovery,11:30,17:00,Celestyal Cruises
2027-01-16,Viking Star,,,Viking Cruises
2027-01-17,Star Explorer,16:00,,Windstar Cruises
2027-01-20,Viking Saturn,,,Viking Cruises
2027-01-30,Viking Mira,,,Viking Cruises
2027-01-31,Explora II,09:00,19:00,Explora Journeys
