date,ship,arrival,departure,cruiseline
2028-08-01,Viking Star,,,Viking Cruises
2028-08-20,Silver Shadow,07:00,,Silversea Cruises
2028-08-28,Seven Seas Explorer,08:00,18:00,Regent Seven Seas Cruises
