date,ship,arrival,departure,cruiseline
2028-02-11,Viking Vela,,,Viking Cruises
2028-02-14,Viking Mira,,,Viking Cruises
2028-02-21,Celestyal Discovery,11:30,17:00,Celestyal Cruises
